nutrition,value,measure,food_product,pr_daily_norm
Vitamin K (phylloquinone),1.6,UG,rabbit,1.3333333333333335
"Folate, DFE",9.0,UG,rabbit,2.25
Cholesterol,85.0,MG,rabbit,28.333333333333332
"Fatty acids, total saturated",2.49,G,rabbit,12.450000000000001
"Potassium, K",324,MG,rack of lamb,6.893617021276596
"Zinc, Zn",2.17,MG,rack of lamb,19.727272727272727
"Selenium, Se",2.8,UG,rack of lamb,5.09090909090909
Vitamin E (alpha-tocopherol),0.35,MG,rack of lamb,2.333333333333333
Niacin,5.02,MG,rack of lamb,31.374999999999996
Pantothenic acid,0.584,MG,rack of lamb,11.679999999999998
Vitamin B-6,0.237,MG,rack of lamb,13.941176470588236
Total lipid (fat),9.96,G,rack of lamb,12.769230769230772
"Carbohydrate, by difference",0.05,G,rack of lamb,0.018181818181818184
"Calcium, Ca",8.0,MG,rack of lamb,0.6153846153846154
Cholesterol,62.0,MG,rack of lamb,20.666666666666668
"Fatty acids, total saturated",4.3,G,rack of lamb,21.5
Protein,19.9,G,rack of lamb,39.8
"Fiber, total dietary",0.0,G,rack of lamb,0.0
"Iron, Fe",1.36,MG,rack of lamb,7.555555555555555
"Magnesium, Mg",22.0,MG,rack of lamb,5.238095238095238
"Phosphorus, P",186,MG,rack of lamb,14.879999999999999
"Sodium, Na",62.0,MG,rack of lamb,2.6956521739130435
"Copper, Cu",0.101,MG,rack of lamb,11.222222222222221
"Manganese, Mn",0.008,MG,rack of lamb,0.34782608695652173
"Vitamin A, RAE",7.0,UG,rack of lamb,0.7777777777777778
Vitamin D (D2 + D3),0.1,UG,rack of lamb,0.5
"Vitamin C, total ascorbic acid",0.0,MG,rack of lamb,0.0
Thiamin,0.062,MG,rack of lamb,5.166666666666667
Riboflavin,0.172,MG,rack of lamb,13.23076923076923
Vitamin B-12,1.03,UG,rack of lamb,42.91666666666667
"Fatty acids, total saturated",0.06,G,radicchio,0.3
Vitamin K (phylloquinone),255,UG,radicchio,212.5
Vitamin E (alpha-tocopherol),2.26,MG,radicchio,15.066666666666665
"Carbohydrate, by difference",4.48,G,radicchio,1.6290909090909091
"Choline, total",10.9,MG,radicchio,1.981818181818182
"Folate, DFE",60.0,UG,radicchio,15.0
"Vitamin A, RAE",1.0,UG,radicchio,0.1111111111111111
Total lipid (fat),0.25,G,radicchio,0.3205128205128205
Niacin,0.255,MG,radicchio,1.59375
Pantothenic acid,0.269,MG,radicchio,5.38
Vitamin B-6,0.057,MG,radicchio,3.3529411764705883
"Calcium, Ca",19.0,MG,radicchio,1.4615384615384615
"Potassium, K",302,MG,radicchio,6.425531914893617
"Zinc, Zn",0.62,MG,radicchio,5.636363636363637
Protein,1.43,G,radicchio,2.86
"Iron, Fe",0.57,MG,radicchio,3.166666666666666
"Magnesium, Mg",13.0,MG,radicchio,3.0952380952380953
"Phosphorus, P",40.0,MG,radicchio,3.2
"Sodium, Na",22.0,MG,radicchio,0.9565217391304347
"Copper, Cu",0.341,MG,radicchio,37.888888888888886
"Manganese, Mn",0.138,MG,radicchio,6.000000000000001
"Vitamin C, total ascorbic acid",8.0,MG,radicchio,8.88888888888889
Thiamin,0.016,MG,radicchio,1.3333333333333335
Riboflavin,0.028,MG,radicchio,2.1538461538461537
Vitamin B-12,0.0,UG,radicchio,0.0
Cholesterol,0.0,MG,radicchio,0.0
"Fiber, total dietary",0.9,G,radicchio,3.214285714285715
Vitamin D (D2 + D3),0.0,UG,radicchio,0.0
"Selenium, Se",0.9,UG,radicchio,1.6363636363636365
Protein,0.68,G,radish,1.36
Total lipid (fat),0.1,G,radish,0.1282051282051282
"Carbohydrate, by difference",3.4,G,radish,1.2363636363636363
"Fiber, total dietary",1.6,G,radish,5.714285714285714
"Calcium, Ca",25.0,MG,radish,1.9230769230769231
"Iron, Fe",0.34,MG,radish,1.8888888888888888
"Magnesium, Mg",10.0,MG,radish,2.380952380952381
"Phosphorus, P",20.0,MG,radish,1.6
"Potassium, K",233,MG,radish,4.957446808510638
"Sodium, Na",39.0,MG,radish,1.6956521739130437
"Zinc, Zn",0.28,MG,radish,2.5454545454545454
"Copper, Cu",0.05,MG,radish,5.555555555555556
"Selenium, Se",0.6,UG,radish,1.0909090909090908
"Vitamin A, RAE",0.0,UG,radish,0.0
Vitamin E (alpha-tocopherol),0.0,MG,radish,0.0
Vitamin D (D2 + D3),0.0,UG,radish,0.0
"Vitamin C, total ascorbic acid",14.8,MG,radish,16.444444444444446
Thiamin,0.012,MG,radish,1.0
Riboflavin,0.039,MG,radish,3.0
Niacin,0.254,MG,radish,1.5875
Vitamin B-6,0.071,MG,radish,4.176470588235294
Vitamin B-12,0.0,UG,radish,0.0
"Choline, total",6.5,MG,radish,1.1818181818181819
Vitamin K (phylloquinone),1.3,UG,radish,1.0833333333333335
"Folate, DFE",25.0,UG,radish,6.25
Cholesterol,0.0,MG,radish,0.0
"Fatty acids, total saturated",0.032,G,radish,0.16
Vitamin E (alpha-tocopherol),0.31,MG,raisin,2.0666666666666664
Total lipid (fat),1.8,G,raisin,2.307692307692308
"Carbohydrate, by difference",48.1,G,raisin,17.490909090909092
Niacin,3.67,MG,raisin,22.9375
Pantothenic acid,0.209,MG,raisin,4.18
Vitamin B-6,0.066,MG,raisin,3.882352941176471
"Calcium, Ca",114,MG,raisin,8.76923076923077
"Potassium, K",173,MG,raisin,3.6808510638297873
"Zinc, Zn",0.97,MG,raisin,8.818181818181818
"Selenium, Se",21.6,UG,raisin,39.27272727272727
"Copper, Cu",0.16,MG,raisin,17.77777777777778
"Manganese, Mn",0.575,MG,raisin,25.0
"Vitamin C, total ascorbic acid",1.3,MG,raisin,1.4444444444444446
Thiamin,0.412,MG,raisin,34.333333333333336
Riboflavin,0.215,MG,raisin,16.538461538461537
"Fiber, total dietary",2.6,G,raisin,9.285714285714286
"Iron, Fe",4.5,MG,raisin,25.0
"Magnesium, Mg",23.0,MG,raisin,5.476190476190476
"Phosphorus, P",91.0,MG,raisin,7.28
"Vitamin A, RAE",0.0,UG,raisin,0.0
Vitamin K (phylloquinone),2.5,UG,raisin,2.083333333333333
"Fatty acids, total saturated",0.54,G,raisin,2.7
Protein,7.91,G,raisin,15.82
"Sodium, Na",299,MG,raisin,13.0
"Choline, total",16.0,MG,raisin,2.909090909090909
"Folate, DFE",112,UG,raisin,28.000000000000004
Vitamin B-12,0.0,UG,raisin,0.0
Cholesterol,0.0,MG,raisin,0.0
Vitamin D (D2 + D3),0.0,UG,raisin,0.0
Protein,1.34,G,ramadan,2.68
Total lipid (fat),2.15,G,ramadan,2.7564102564102564
"Carbohydrate, by difference",29.6,G,ramadan,10.763636363636364
"Fiber, total dietary",1.8,G,ramadan,6.42857142857143
"Calcium, Ca",39.0,MG,ramadan,3.0
"Iron, Fe",0.12,MG,ramadan,0.6666666666666666
"Magnesium, Mg",8.0,MG,ramadan,1.9047619047619049
"Phosphorus, P",37.0,MG,ramadan,2.96
"Potassium, K",134,MG,ramadan,2.851063829787234
"Sodium, Na",62.0,MG,ramadan,2.6956521739130435
"Zinc, Zn",0.14,MG,ramadan,1.2727272727272727
"Copper, Cu",0.025,MG,ramadan,2.777777777777778
"Selenium, Se",0.4,UG,ramadan,0.7272727272727273
"Vitamin A, RAE",5.0,UG,ramadan,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,ramadan,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,ramadan,0.0
"Vitamin C, total ascorbic acid",3.6,MG,ramadan,4.0
Thiamin,0.038,MG,ramadan,3.166666666666667
Riboflavin,0.084,MG,ramadan,6.461538461538462
Niacin,0.105,MG,ramadan,0.65625
Vitamin B-6,0.045,MG,ramadan,2.6470588235294117
Vitamin B-12,0.08,UG,ramadan,3.3333333333333335
"Choline, total",4.6,MG,ramadan,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,ramadan,1.7500000000000002
"Folate, DFE",3.0,UG,ramadan,0.75
Cholesterol,2.0,MG,ramadan,0.6666666666666667
"Fatty acids, total saturated",0.64,G,ramadan,3.2
Protein,1.34,G,ramekin,2.68
Total lipid (fat),2.15,G,ramekin,2.7564102564102564
"Carbohydrate, by difference",29.6,G,ramekin,10.763636363636364
"Fiber, total dietary",1.8,G,ramekin,6.42857142857143
"Calcium, Ca",39.0,MG,ramekin,3.0
"Iron, Fe",0.12,MG,ramekin,0.6666666666666666
"Magnesium, Mg",8.0,MG,ramekin,1.9047619047619049
"Phosphorus, P",37.0,MG,ramekin,2.96
"Potassium, K",134,MG,ramekin,2.851063829787234
"Sodium, Na",62.0,MG,ramekin,2.6956521739130435
"Zinc, Zn",0.14,MG,ramekin,1.2727272727272727
"Copper, Cu",0.025,MG,ramekin,2.777777777777778
"Selenium, Se",0.4,UG,ramekin,0.7272727272727273
"Vitamin A, RAE",5.0,UG,ramekin,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,ramekin,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,ramekin,0.0
"Vitamin C, total ascorbic acid",3.6,MG,ramekin,4.0
Thiamin,0.038,MG,ramekin,3.166666666666667
Riboflavin,0.084,MG,ramekin,6.461538461538462
Niacin,0.105,MG,ramekin,0.65625
Vitamin B-6,0.045,MG,ramekin,2.6470588235294117
Vitamin B-12,0.08,UG,ramekin,3.3333333333333335
"Choline, total",4.6,MG,ramekin,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,ramekin,1.7500000000000002
"Folate, DFE",3.0,UG,ramekin,0.75
Cholesterol,2.0,MG,ramekin,0.6666666666666667
"Fatty acids, total saturated",0.64,G,ramekin,3.2
"Fatty acids, total saturated",0.032,G,raspberry,0.16
Vitamin D (D2 + D3),0.0,UG,raspberry,0.0
"Choline, total",3.5,MG,raspberry,0.6363636363636364
Cholesterol,0.0,MG,raspberry,0.0
"Vitamin A, RAE",2.0,UG,raspberry,0.2222222222222222
Vitamin K (phylloquinone),0.8,UG,raspberry,0.6666666666666667
"Carbohydrate, by difference",15.4,G,raspberry,5.6000000000000005
Vitamin E (alpha-tocopherol),0.07,MG,raspberry,0.46666666666666673
"Sodium, Na",0.0,MG,raspberry,0.0
"Folate, DFE",1.0,UG,raspberry,0.25
"Calcium, Ca",5.0,MG,raspberry,0.38461538461538464
"Potassium, K",72.0,MG,raspberry,1.5319148936170213
"Zinc, Zn",0.03,MG,raspberry,0.2727272727272727
Total lipid (fat),0.2,G,raspberry,0.2564102564102564
Niacin,0.104,MG,raspberry,0.65
Pantothenic acid,0.088,MG,raspberry,1.7599999999999998
Vitamin B-6,0.034,MG,raspberry,2.0
"Fiber, total dietary",2.1,G,raspberry,7.5
"Iron, Fe",0.22,MG,raspberry,1.2222222222222223
"Magnesium, Mg",4.0,MG,raspberry,0.9523809523809524
"Phosphorus, P",8.0,MG,raspberry,0.64
Protein,0.2,G,raspberry,0.4
"Copper, Cu",0.053,MG,raspberry,5.888888888888888
Vitamin B-12,0.0,UG,raspberry,0.0
"Vitamin C, total ascorbic acid",28.9,MG,raspberry,32.11111111111111
Thiamin,0.012,MG,raspberry,1.0
Riboflavin,0.029,MG,raspberry,2.230769230769231
"Selenium, Se",0.3,UG,raspberry,0.5454545454545454
Protein,0.17,G,raw,0.34
Total lipid (fat),0.15,G,raw,0.1923076923076923
"Carbohydrate, by difference",14.8,G,raw,5.381818181818182
"Fiber, total dietary",2.1,G,raw,7.5
"Calcium, Ca",5.0,MG,raw,0.38461538461538464
"Iron, Fe",0.03,MG,raw,0.16666666666666666
"Magnesium, Mg",5.0,MG,raw,1.1904761904761905
"Phosphorus, P",9.0,MG,raw,0.72
"Potassium, K",104,MG,raw,2.2127659574468086
"Sodium, Na",0.0,MG,raw,0.0
"Zinc, Zn",0.02,MG,raw,0.18181818181818182
"Copper, Cu",0.03,MG,raw,3.3333333333333335
"Selenium, Se",0.0,UG,raw,0.0
"Vitamin A, RAE",3.0,UG,raw,0.33333333333333337
Vitamin E (alpha-tocopherol),0.18,MG,raw,1.2
Vitamin D (D2 + D3),0.0,UG,raw,0.0
"Vitamin C, total ascorbic acid",4.6,MG,raw,5.111111111111111
Thiamin,0.01,MG,raw,0.8333333333333334
Riboflavin,0.07,MG,raw,5.384615384615385
Niacin,0.091,MG,raw,0.56875
Vitamin B-6,0.03,MG,raw,1.7647058823529411
Vitamin B-12,0.0,UG,raw,0.0
"Choline, total",3.4,MG,raw,0.6181818181818182
Vitamin K (phylloquinone),2.2,UG,raw,1.8333333333333333
"Folate, DFE",0.0,UG,raw,0.0
Cholesterol,0.0,MG,raw,0.0
"Fatty acids, total saturated",0.028,G,raw,0.13999999999999999
Protein,0.07,G,red wine,0.14
Total lipid (fat),0.0,G,red wine,0.0
"Carbohydrate, by difference",2.61,G,red wine,0.949090909090909
"Fiber, total dietary",0.0,G,red wine,0.0
"Calcium, Ca",8.0,MG,red wine,0.6153846153846154
"Iron, Fe",0.46,MG,red wine,2.555555555555556
"Magnesium, Mg",12.0,MG,red wine,2.857142857142857
"Phosphorus, P",23.0,MG,red wine,1.8399999999999999
"Potassium, K",127,MG,red wine,2.702127659574468
"Sodium, Na",4.0,MG,red wine,0.17391304347826086
"Zinc, Zn",0.14,MG,red wine,1.2727272727272727
"Copper, Cu",0.011,MG,red wine,1.222222222222222
"Selenium, Se",0.2,UG,red wine,0.36363636363636365
"Vitamin A, RAE",0.0,UG,red wine,0.0
Vitamin E (alpha-tocopherol),0.0,MG,red wine,0.0
Vitamin D (D2 + D3),0.0,UG,red wine,0.0
"Vitamin C, total ascorbic acid",0.0,MG,red wine,0.0
Thiamin,0.005,MG,red wine,0.4166666666666667
Riboflavin,0.031,MG,red wine,2.3846153846153846
Niacin,0.224,MG,red wine,1.4000000000000001
Vitamin B-6,0.057,MG,red wine,3.3529411764705883
Vitamin B-12,0.0,UG,red wine,0.0
"Choline, total",5.7,MG,red wine,1.0363636363636364
Vitamin K (phylloquinone),0.4,UG,red wine,0.33333333333333337
"Folate, DFE",1.0,UG,red wine,0.25
Cholesterol,0.0,MG,red wine,0.0
"Fatty acids, total saturated",0.0,G,red wine,0.0
Protein,0.81,G,rhubarb,1.6200000000000003
Total lipid (fat),0.22,G,rhubarb,0.28205128205128205
"Carbohydrate, by difference",17.4,G,rhubarb,6.327272727272727
"Fiber, total dietary",1.6,G,rhubarb,5.714285714285714
"Calcium, Ca",73.0,MG,rhubarb,5.615384615384615
"Iron, Fe",0.2,MG,rhubarb,1.1111111111111112
"Magnesium, Mg",11.0,MG,rhubarb,2.619047619047619
"Phosphorus, P",13.0,MG,rhubarb,1.04
"Potassium, K",233,MG,rhubarb,4.957446808510638
"Sodium, Na",4.0,MG,rhubarb,0.17391304347826086
"Zinc, Zn",0.09,MG,rhubarb,0.8181818181818181
"Copper, Cu",0.018,MG,rhubarb,1.9999999999999998
"Selenium, Se",1.1,UG,rhubarb,2.0
"Vitamin A, RAE",4.0,UG,rhubarb,0.4444444444444444
Vitamin E (alpha-tocopherol),0.24,MG,rhubarb,1.6
Vitamin D (D2 + D3),0.0,UG,rhubarb,0.0
"Vitamin C, total ascorbic acid",5.7,MG,rhubarb,6.333333333333334
Thiamin,0.014,MG,rhubarb,1.1666666666666667
Riboflavin,0.028,MG,rhubarb,2.1538461538461537
Niacin,0.242,MG,rhubarb,1.5125
Vitamin B-6,0.02,MG,rhubarb,1.1764705882352942
Vitamin B-12,0.0,UG,rhubarb,0.0
"Choline, total",5.5,MG,rhubarb,1.0
Vitamin K (phylloquinone),26.3,UG,rhubarb,21.916666666666668
"Folate, DFE",4.0,UG,rhubarb,1.0
Cholesterol,0.0,MG,rhubarb,0.0
"Fatty acids, total saturated",0.047,G,rhubarb,0.23500000000000001
"Calcium, Ca",850,MG,rice,65.38461538461539
"Potassium, K",410,MG,rice,8.72340425531915
"Zinc, Zn",1.4,MG,rice,12.727272727272727
Total lipid (fat),2.4,G,rice,3.0769230769230766
Niacin,20.0,MG,rice,125.0
Vitamin B-6,0.09,MG,rice,5.294117647058823
"Vitamin C, total ascorbic acid",0.0,MG,rice,0.0
Thiamin,1.3,MG,rice,108.33333333333334
Riboflavin,1.5,MG,rice,115.38461538461537
Vitamin B-12,0.0,UG,rice,0.0
Vitamin K (phylloquinone),1.5,UG,rice,1.25
Cholesterol,0.0,MG,rice,0.0
"Fatty acids, total saturated",0.503,G,rice,2.5149999999999997
Protein,6.7,G,rice,13.4
"Iron, Fe",37.0,MG,rice,205.55555555555554
"Magnesium, Mg",15.0,MG,rice,3.571428571428571
"Phosphorus, P",423,MG,rice,33.839999999999996
"Sodium, Na",16.0,MG,rice,0.6956521739130435
"Copper, Cu",0.373,MG,rice,41.44444444444444
"Choline, total",10.1,MG,rice,1.8363636363636364
Vitamin D (D2 + D3),0.0,UG,rice,0.0
"Folate, DFE",19.0,UG,rice,4.75
"Fiber, total dietary",3.0,G,rice,10.714285714285714
"Carbohydrate, by difference",86.9,G,rice,31.6
Vitamin E (alpha-tocopherol),0.22,MG,rice,1.4666666666666666
"Vitamin A, RAE",0.0,UG,rice,0.0
"Selenium, Se",11.6,UG,rice,21.09090909090909
Protein,9.6,G,ricotta,19.2
Total lipid (fat),9.46,G,ricotta,12.12820512820513
"Carbohydrate, by difference",6.0,G,ricotta,2.181818181818182
"Fiber, total dietary",0.0,G,ricotta,0.0
"Calcium, Ca",248,MG,ricotta,19.076923076923077
"Iron, Fe",0.27,MG,ricotta,1.5000000000000002
"Magnesium, Mg",18.0,MG,ricotta,4.285714285714286
"Phosphorus, P",172,MG,ricotta,13.76
"Potassium, K",178,MG,ricotta,3.7872340425531914
"Sodium, Na",102,MG,ricotta,4.434782608695651
"Zinc, Zn",0.95,MG,ricotta,8.636363636363637
"Copper, Cu",0.017,MG,ricotta,1.8888888888888888
"Selenium, Se",11.1,UG,ricotta,20.18181818181818
"Vitamin A, RAE",117,UG,ricotta,13.0
Vitamin E (alpha-tocopherol),0.17,MG,ricotta,1.1333333333333333
Vitamin D (D2 + D3),0.2,UG,ricotta,1.0
"Vitamin C, total ascorbic acid",0.0,MG,ricotta,0.0
Thiamin,0.032,MG,ricotta,2.666666666666667
Riboflavin,0.256,MG,ricotta,19.692307692307693
Niacin,0.123,MG,ricotta,0.76875
Vitamin B-6,0.06,MG,ricotta,3.5294117647058822
Vitamin B-12,0.54,UG,ricotta,22.500000000000004
"Choline, total",16.9,MG,ricotta,3.0727272727272723
Vitamin K (phylloquinone),0.6,UG,ricotta,0.5
"Folate, DFE",8.0,UG,ricotta,2.0
Cholesterol,40.0,MG,ricotta,13.333333333333334
"Fatty acids, total saturated",5.95,G,ricotta,29.75
Vitamin D (D2 + D3),0.0,UG,root vegetable,0.0
Vitamin E (alpha-tocopherol),0.16,MG,root vegetable,1.0666666666666667
Vitamin K (phylloquinone),0.8,UG,root vegetable,0.6666666666666667
"Vitamin A, RAE",103,UG,root vegetable,11.444444444444445
"Choline, total",4.4,MG,root vegetable,0.8
"Calcium, Ca",8.0,MG,root vegetable,0.6153846153846154
"Potassium, K",149,MG,root vegetable,3.1702127659574466
"Zinc, Zn",0.1,MG,root vegetable,0.9090909090909092
"Selenium, Se",0.3,UG,root vegetable,0.5454545454545454
Total lipid (fat),0.22,G,root vegetable,0.28205128205128205
"Carbohydrate, by difference",15.3,G,root vegetable,5.5636363636363635
Niacin,0.1,MG,root vegetable,0.625
Pantothenic acid,0.103,MG,root vegetable,2.06
Vitamin B-6,0.05,MG,root vegetable,2.9411764705882355
"Fiber, total dietary",1.4,G,root vegetable,5.0
"Iron, Fe",0.2,MG,root vegetable,1.1111111111111112
"Magnesium, Mg",6.0,MG,root vegetable,1.4285714285714286
"Phosphorus, P",17.0,MG,root vegetable,1.3599999999999999
Protein,0.3,G,root vegetable,0.6
"Copper, Cu",0.09,MG,root vegetable,10.0
"Manganese, Mn",0.06,MG,root vegetable,2.608695652173913
"Vitamin C, total ascorbic acid",6.4,MG,root vegetable,7.111111111111111
Thiamin,0.01,MG,root vegetable,0.8333333333333334
Riboflavin,0.02,MG,root vegetable,1.5384615384615383
Vitamin B-12,0.0,UG,root vegetable,0.0
Cholesterol,0.0,MG,root vegetable,0.0
"Fatty acids, total saturated",0.041,G,root vegetable,0.20500000000000002
"Folate, DFE",2.0,UG,root vegetable,0.5
"Sodium, Na",3.0,MG,root vegetable,0.13043478260869568
Niacin,0.912,MG,rosemary,5.7
Pantothenic acid,0.804,MG,rosemary,16.08
Vitamin B-6,0.336,MG,rosemary,19.764705882352942
Total lipid (fat),5.86,G,rosemary,7.512820512820513
"Carbohydrate, by difference",20.7,G,rosemary,7.527272727272727
"Calcium, Ca",317,MG,rosemary,24.384615384615387
"Potassium, K",668,MG,rosemary,14.212765957446807
"Zinc, Zn",0.93,MG,rosemary,8.454545454545455
Protein,3.31,G,rosemary,6.619999999999999
"Fiber, total dietary",14.1,G,rosemary,50.357142857142854
"Iron, Fe",6.65,MG,rosemary,36.94444444444444
"Magnesium, Mg",91.0,MG,rosemary,21.666666666666668
"Phosphorus, P",66.0,MG,rosemary,5.28
"Sodium, Na",26.0,MG,rosemary,1.1304347826086958
"Copper, Cu",0.301,MG,rosemary,33.44444444444444
"Manganese, Mn",0.96,MG,rosemary,41.73913043478261
"Fatty acids, total saturated",2.84,G,rosemary,14.2
Thiamin,0.036,MG,rosemary,3.0
Riboflavin,0.152,MG,rosemary,11.692307692307692
Vitamin B-12,0.0,UG,rosemary,0.0
Cholesterol,0.0,MG,rosemary,0.0
"Folate, DFE",109,UG,rosemary,27.250000000000004
"Vitamin C, total ascorbic acid",21.8,MG,rosemary,24.22222222222222
"Vitamin A, RAE",146,UG,rosemary,16.22222222222222
Vitamin D (D2 + D3),0.0,UG,rosemary,0.0
Protein,1.34,G,rosé,2.68
Total lipid (fat),2.15,G,rosé,2.7564102564102564
"Carbohydrate, by difference",29.6,G,rosé,10.763636363636364
"Fiber, total dietary",1.8,G,rosé,6.42857142857143
"Calcium, Ca",39.0,MG,rosé,3.0
"Iron, Fe",0.12,MG,rosé,0.6666666666666666
"Magnesium, Mg",8.0,MG,rosé,1.9047619047619049
"Phosphorus, P",37.0,MG,rosé,2.96
"Potassium, K",134,MG,rosé,2.851063829787234
"Sodium, Na",62.0,MG,rosé,2.6956521739130435
"Zinc, Zn",0.14,MG,rosé,1.2727272727272727
"Copper, Cu",0.025,MG,rosé,2.777777777777778
"Selenium, Se",0.4,UG,rosé,0.7272727272727273
"Vitamin A, RAE",5.0,UG,rosé,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,rosé,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,rosé,0.0
"Vitamin C, total ascorbic acid",3.6,MG,rosé,4.0
Thiamin,0.038,MG,rosé,3.166666666666667
Riboflavin,0.084,MG,rosé,6.461538461538462
Niacin,0.105,MG,rosé,0.65625
Vitamin B-6,0.045,MG,rosé,2.6470588235294117
Vitamin B-12,0.08,UG,rosé,3.3333333333333335
"Choline, total",4.6,MG,rosé,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,rosé,1.7500000000000002
"Folate, DFE",3.0,UG,rosé,0.75
Cholesterol,2.0,MG,rosé,0.6666666666666667
"Fatty acids, total saturated",0.64,G,rosé,3.2
Protein,0.0,G,rum,0.0
Total lipid (fat),0.0,G,rum,0.0
"Carbohydrate, by difference",0.0,G,rum,0.0
"Fiber, total dietary",0.0,G,rum,0.0
"Calcium, Ca",0.0,MG,rum,0.0
"Iron, Fe",0.04,MG,rum,0.2222222222222222
"Magnesium, Mg",0.0,MG,rum,0.0
"Phosphorus, P",4.0,MG,rum,0.32
"Potassium, K",2.0,MG,rum,0.0425531914893617
"Sodium, Na",1.0,MG,rum,0.043478260869565216
"Zinc, Zn",0.04,MG,rum,0.36363636363636365
"Copper, Cu",0.021,MG,rum,2.3333333333333335
"Selenium, Se",0.0,UG,rum,0.0
"Vitamin A, RAE",0.0,UG,rum,0.0
Vitamin E (alpha-tocopherol),0.0,MG,rum,0.0
Vitamin D (D2 + D3),0.0,UG,rum,0.0
"Vitamin C, total ascorbic acid",0.0,MG,rum,0.0
Thiamin,0.006,MG,rum,0.5
Riboflavin,0.004,MG,rum,0.3076923076923077
Niacin,0.013,MG,rum,0.08125
Vitamin B-6,0.001,MG,rum,0.05882352941176471
Vitamin B-12,0.0,UG,rum,0.0
"Choline, total",0.0,MG,rum,0.0
Vitamin K (phylloquinone),0.0,UG,rum,0.0
"Folate, DFE",0.0,UG,rum,0.0
Cholesterol,0.0,MG,rum,0.0
"Fatty acids, total saturated",0.0,G,rum,0.0
Protein,1.13,G,rutabaga,2.26
Total lipid (fat),2.9,G,rutabaga,3.717948717948718
"Carbohydrate, by difference",8.98,G,rutabaga,3.2654545454545456
"Fiber, total dietary",2.4,G,rutabaga,8.571428571428571
"Calcium, Ca",45.0,MG,rutabaga,3.4615384615384617
"Iron, Fe",0.46,MG,rutabaga,2.555555555555556
"Magnesium, Mg",21.0,MG,rutabaga,5.0
"Phosphorus, P",55.0,MG,rutabaga,4.3999999999999995
"Potassium, K",318,MG,rutabaga,6.765957446808511
"Sodium, Na",143,MG,rutabaga,6.217391304347826
"Zinc, Zn",0.25,MG,rutabaga,2.272727272727273
"Copper, Cu",0.033,MG,rutabaga,3.6666666666666665
"Selenium, Se",0.7,UG,rutabaga,1.2727272727272725
"Vitamin A, RAE",12.0,UG,rutabaga,1.3333333333333335
Vitamin E (alpha-tocopherol),0.68,MG,rutabaga,4.533333333333333
Vitamin D (D2 + D3),0.0,UG,rutabaga,0.0
"Vitamin C, total ascorbic acid",22.1,MG,rutabaga,24.555555555555557
Thiamin,0.084,MG,rutabaga,7.000000000000001
Riboflavin,0.04,MG,rutabaga,3.0769230769230766
Niacin,0.692,MG,rutabaga,4.324999999999999
Vitamin B-6,0.111,MG,rutabaga,6.529411764705882
Vitamin B-12,0.0,UG,rutabaga,0.0
"Choline, total",14.9,MG,rutabaga,2.7090909090909094
Vitamin K (phylloquinone),2.7,UG,rutabaga,2.2500000000000004
"Folate, DFE",19.0,UG,rutabaga,4.75
Cholesterol,2.0,MG,rutabaga,0.6666666666666667
"Fatty acids, total saturated",0.749,G,rutabaga,3.7449999999999997
Protein,8.5,G,rye,17.0
Total lipid (fat),3.3,G,rye,4.23076923076923
"Carbohydrate, by difference",48.3,G,rye,17.563636363636363
"Fiber, total dietary",5.8,G,rye,20.71428571428571
"Calcium, Ca",73.0,MG,rye,5.615384615384615
"Iron, Fe",2.83,MG,rye,15.722222222222223
"Magnesium, Mg",40.0,MG,rye,9.523809523809524
"Phosphorus, P",125,MG,rye,10.0
"Potassium, K",166,MG,rye,3.5319148936170213
"Sodium, Na",603,MG,rye,26.217391304347824
"Zinc, Zn",1.14,MG,rye,10.363636363636362
"Copper, Cu",0.186,MG,rye,20.666666666666668
"Selenium, Se",30.9,UG,rye,56.18181818181818
"Vitamin A, RAE",0.0,UG,rye,0.0
Vitamin E (alpha-tocopherol),0.33,MG,rye,2.2
Vitamin D (D2 + D3),0.0,UG,rye,0.0
"Vitamin C, total ascorbic acid",0.4,MG,rye,0.4444444444444444
Thiamin,0.434,MG,rye,36.16666666666667
Riboflavin,0.335,MG,rye,25.769230769230774
Niacin,3.8,MG,rye,23.75
Vitamin B-6,0.075,MG,rye,4.411764705882353
Vitamin B-12,0.0,UG,rye,0.0
"Choline, total",14.6,MG,rye,2.6545454545454548
Vitamin K (phylloquinone),1.2,UG,rye,1.0
"Folate, DFE",151,UG,rye,37.75
Cholesterol,0.0,MG,rye,0.0
"Fatty acids, total saturated",0.626,G,rye,3.1300000000000003
"Carbohydrate, by difference",65.4,G,saffron,23.781818181818185
"Calcium, Ca",111,MG,saffron,8.538461538461538
"Potassium, K",1720.0,MG,saffron,36.59574468085106
Protein,11.4,G,saffron,22.8
"Phosphorus, P",252,MG,saffron,20.16
